,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,country
35835,PfLCyR6Efvw,18.27.05,Ep8 I NEED YOU | BTS: Burn the Stage,BANGTANTV,10,2018-05-09T15:00:06.000Z,"방탄소년단|""슈가""|""지민""|""랩몬스터""|""진""|""정국""|""제이홉""|""뷔""|""빅히트""|""방탄""|""민윤기""|""김남준""|""정호석""|""박지민""|""김석진""|""김태형""|""케이팝""|""음악""|""윙스 투어""|""윙즈 투어""|""월드 투어""|""콘서트""|""성장다큐""|""음악다큐""|""리얼리티""|""유튜브""|""유튜브 레드""|""유튜브 레드 오리지널""|""유튜브 레드 시리즈""|""유튜브 오리지널""|""유튜브 오리지널 시리즈""|""아티스트""|""BTS""|""K-pop""|""Music""|""Suga""|""RM""|""Rap Monster""|""Jimin""|""Jin""|""Jungkook""|""J-Hope""|""Bangtan TV""|""Bangtan""|""Music Documentary""|""Documentary""|""Concert""|""Wings Tour""|""World Tour""|""YouTube""|""YouTube Red""|""YouTube Red Originals""|""Original Series""|""YouTube Red Series""|""YouTube Original Series""|""artist""|""musician""",2366215,105232,749,3616,https://i.ytimg.com/vi/PfLCyR6Efvw/default.jpg,False,False,True,"This is it: the end of the tour. What can possibly go wrong? With tears in their eyes and heavy hearts, BTS perform an encore where it all began – Korea. The Billboard Music Awards were just the first stop; BTS now heads to the American Music Awards, something they’ve only dreamt about. Despite pre-show jitters, BTS rally together to charm the world with an amazing performance. In the afterglow of their awards appearance, BTS head to the final destination of their Wings tour, Macau. There, they are met with one last scare when JiMin suddenly falls ill, which leaves the members worried for his well-being. After a long journey, BTS share with us their innermost feelings in their last interview for the camera.--300일 간의 대장정 그 마지막을 보여주는 피날레 에피소드. 마지막으로 진행된 인터뷰에서 멤버들은 어떤 속마음을 보여줬을까?빌보드 뮤직 어워드 본상 수상은 시작 이었을 뿐, 아메리칸 뮤직 어워드에서는 미국 전역으로 생방송되는 공연을 성공적으로 마치는 등, 거침 없는 BTS 의 글로벌 스타로서의 행보가 이어진다. 그리고 이제 월드투어의 마지막 행선지, 마카오에서의 공연을 시작하는데, 지민의 컨디션이 좋지 않다. 함께 고민하며 걱정하는 멤버들, 결국 지민은 퍼포먼스 없이 공연에 참여하고, 팬들에게 한 없이 미안한 마음에 눈물을 보인다. 그리고 이제, 투어를 처음 시작한 곳, 대장정을 마무리 하기에도 완벽한 서울에서 마지막 공연의 막이 오른다.",GB
35860,1Aoc-cd9eYs,18.27.05,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,Cobra Kai,24,2018-05-02T16:02:35.000Z,"Cobra Kai|""Karate Kid""|""YouTube Red Original Series""|""YouTube Red Originals""|""YouTube Red""|""Ralph Macchio""|""Billy Zabka""|""Xolo Maridueña""|""Courtney Henggeler""|""Mary Mouser""|""Tanner Buchanan""|""Ed Asner""|""karate kid series""|""johnny lawrence""|""daniel larusso""|""miyagi""|""cobra kai series""|""cobra kai youtube""|""wax on wax off""|""cobra kai karate kid""",3644619,8497,1250,1584,https://i.ytimg.com/vi/1Aoc-cd9eYs/default.jpg,False,False,True,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry, has been reestablished by Johnny Lawrence. Struggling to launch the business, Johnny starts teaching karate to his teenage neighbor Miguel. Daniel faces his former opponent and old offenses are quickly reignited.YouTube Red Originals - http://youtube.com/Red. If you live outside the United States, Mexico, New Zealand, Australia or South Korea, click here for more details on availability in your country: https://goo.gl/UEojxv.",GB
35980,QW8whgmyTNU,18.28.05,This Is America: Women's Edit,Nicole Arbour,24,2018-05-12T22:42:24.000Z,"Nicole Arbour|""World's Sexiest Comedian""|""funny""|""comedian""|""#GOTEAM""|""This Is America""|""Childish Gambino""|""Girl Power""|""#MeToo""|""Feminists""",2875705,0,0,0,https://i.ytimg.com/vi/QW8whgmyTNU/default.jpg,True,True,False,"About This Is America: Women’s EditI thought it best to respond to the misinterpretation of my video here to clarify openly.  (click show more)The purpose of my rendition was to honour the spirit of the video which absolutely moved me, by adding my and many women’s life experiences and truths to the brave and brutal truths expressed in the original. It was created with every intention of bringing a light to women’s experiences such as the shaming of mothers breast feeding, common place date rape drugging, the labels put on us of “prude or hoe,” pressures to create a family, workplace harassment, the glass ceiling, drug dependency, effects of social media on modern relationships and self, and included a nod to the cheerleaders who have come forward demanding at least min wage from the multi million dollar corporations they work for. It was a tongue in cheek way to give additional glory to what I believe is the most impactful piece of art in recent years.In retrospect, due to the sensitive nature of the original, I understand why some people are wrongly portraying this as white vs black. However, this was not the intent or theme at all. We had a very diverse cast and creative team working on project from start to finish, who signed on to honour the original while adding more truth from another perspective. I also understand my cheeky responses to hateful comments have been taken out of context, and I take full responsibility for responding to trolls in a way that could be so easily manipulated and become hurtful when reposted without context. I firmly believe the best thing that can happen in America and North America right now is for everyone to create their own version of this video and show what life is like from their side. Through this honesty, I believe we can discover a new level of empathy and understanding for each other that will ultimately and finally lead us to healing and unity that is desperately needed in society. What can we agree on? What do we have in common? Where are we hurting? Start there, then rebuild. Thanks so much for the continued support while I discover how to best express my ideas, comedy and art, and I appreciate your patience when I fumble while learning to maneuver within the awesome blessing that is having such a large voice. Love for everybody, #GOTEAM 🤘🏻Nicole",GB
36008,PfLCyR6Efvw,18.28.05,Ep8 I NEED YOU | BTS: Burn the Stage,BANGTANTV,10,2018-05-09T15:00:06.000Z,"방탄소년단|""슈가""|""지민""|""랩몬스터""|""진""|""정국""|""제이홉""|""뷔""|""빅히트""|""방탄""|""민윤기""|""김남준""|""정호석""|""박지민""|""김석진""|""김태형""|""케이팝""|""음악""|""윙스 투어""|""윙즈 투어""|""월드 투어""|""콘서트""|""성장다큐""|""음악다큐""|""리얼리티""|""유튜브""|""유튜브 레드""|""유튜브 레드 오리지널""|""유튜브 레드 시리즈""|""유튜브 오리지널""|""유튜브 오리지널 시리즈""|""아티스트""|""BTS""|""K-pop""|""Music""|""Suga""|""RM""|""Rap Monster""|""Jimin""|""Jin""|""Jungkook""|""J-Hope""|""Bangtan TV""|""Bangtan""|""Music Documentary""|""Documentary""|""Concert""|""Wings Tour""|""World Tour""|""YouTube""|""YouTube Red""|""YouTube Red Originals""|""Original Series""|""YouTube Red Series""|""YouTube Original Series""|""artist""|""musician""",2427946,107111,767,3649,https://i.ytimg.com/vi/PfLCyR6Efvw/default.jpg,False,False,True,"This is it: the end of the tour. What can possibly go wrong? With tears in their eyes and heavy hearts, BTS perform an encore where it all began – Korea. The Billboard Music Awards were just the first stop; BTS now heads to the American Music Awards, something they’ve only dreamt about. Despite pre-show jitters, BTS rally together to charm the world with an amazing performance. In the afterglow of their awards appearance, BTS head to the final destination of their Wings tour, Macau. There, they are met with one last scare when JiMin suddenly falls ill, which leaves the members worried for his well-being. After a long journey, BTS share with us their innermost feelings in their last interview for the camera.--300일 간의 대장정 그 마지막을 보여주는 피날레 에피소드. 마지막으로 진행된 인터뷰에서 멤버들은 어떤 속마음을 보여줬을까?빌보드 뮤직 어워드 본상 수상은 시작 이었을 뿐, 아메리칸 뮤직 어워드에서는 미국 전역으로 생방송되는 공연을 성공적으로 마치는 등, 거침 없는 BTS 의 글로벌 스타로서의 행보가 이어진다. 그리고 이제 월드투어의 마지막 행선지, 마카오에서의 공연을 시작하는데, 지민의 컨디션이 좋지 않다. 함께 고민하며 걱정하는 멤버들, 결국 지민은 퍼포먼스 없이 공연에 참여하고, 팬들에게 한 없이 미안한 마음에 눈물을 보인다. 그리고 이제, 투어를 처음 시작한 곳, 대장정을 마무리 하기에도 완벽한 서울에서 마지막 공연의 막이 오른다.",GB
36031,1Aoc-cd9eYs,18.28.05,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,Cobra Kai,24,2018-05-02T16:02:35.000Z,"Cobra Kai|""Karate Kid""|""YouTube Red Original Series""|""YouTube Red Originals""|""YouTube Red""|""Ralph Macchio""|""Billy Zabka""|""Xolo Maridueña""|""Courtney Henggeler""|""Mary Mouser""|""Tanner Buchanan""|""Ed Asner""|""karate kid series""|""johnny lawrence""|""daniel larusso""|""miyagi""|""cobra kai series""|""cobra kai youtube""|""wax on wax off""|""cobra kai karate kid""",3670688,8692,1283,1607,https://i.ytimg.com/vi/1Aoc-cd9eYs/default.jpg,False,False,True,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry, has been reestablished by Johnny Lawrence. Struggling to launch the business, Johnny starts teaching karate to his teenage neighbor Miguel. Daniel faces his former opponent and old offenses are quickly reignited.YouTube Red Originals - http://youtube.com/Red. If you live outside the United States, Mexico, New Zealand, Australia or South Korea, click here for more details on availability in your country: https://goo.gl/UEojxv.",GB
36148,QW8whgmyTNU,18.29.05,This Is America: Women's Edit,Nicole Arbour,24,2018-05-12T22:42:24.000Z,"Nicole Arbour|""World's Sexiest Comedian""|""funny""|""comedian""|""#GOTEAM""|""This Is America""|""Childish Gambino""|""Girl Power""|""#MeToo""|""Feminists""",2901777,0,0,0,https://i.ytimg.com/vi/QW8whgmyTNU/default.jpg,True,True,False,"About This Is America: Women’s EditI thought it best to respond to the misinterpretation of my video here to clarify openly.  (click show more)The purpose of my rendition was to honour the spirit of the video which absolutely moved me, by adding my and many women’s life experiences and truths to the brave and brutal truths expressed in the original. It was created with every intention of bringing a light to women’s experiences such as the shaming of mothers breast feeding, common place date rape drugging, the labels put on us of “prude or hoe,” pressures to create a family, workplace harassment, the glass ceiling, drug dependency, effects of social media on modern relationships and self, and included a nod to the cheerleaders who have come forward demanding at least min wage from the multi million dollar corporations they work for. It was a tongue in cheek way to give additional glory to what I believe is the most impactful piece of art in recent years.In retrospect, due to the sensitive nature of the original, I understand why some people are wrongly portraying this as white vs black. However, this was not the intent or theme at all. We had a very diverse cast and creative team working on project from start to finish, who signed on to honour the original while adding more truth from another perspective. I also understand my cheeky responses to hateful comments have been taken out of context, and I take full responsibility for responding to trolls in a way that could be so easily manipulated and become hurtful when reposted without context. I firmly believe the best thing that can happen in America and North America right now is for everyone to create their own version of this video and show what life is like from their side. Through this honesty, I believe we can discover a new level of empathy and understanding for each other that will ultimately and finally lead us to healing and unity that is desperately needed in society. What can we agree on? What do we have in common? Where are we hurting? Start there, then rebuild. Thanks so much for the continued support while I discover how to best express my ideas, comedy and art, and I appreciate your patience when I fumble while learning to maneuver within the awesome blessing that is having such a large voice. Love for everybody, #GOTEAM 🤘🏻Nicole",GB
36176,PfLCyR6Efvw,18.29.05,Ep8 I NEED YOU | BTS: Burn the Stage,BANGTANTV,10,2018-05-09T15:00:06.000Z,"방탄소년단|""슈가""|""지민""|""랩몬스터""|""진""|""정국""|""제이홉""|""뷔""|""빅히트""|""방탄""|""민윤기""|""김남준""|""정호석""|""박지민""|""김석진""|""김태형""|""케이팝""|""음악""|""윙스 투어""|""윙즈 투어""|""월드 투어""|""콘서트""|""성장다큐""|""음악다큐""|""리얼리티""|""유튜브""|""유튜브 레드""|""유튜브 레드 오리지널""|""유튜브 레드 시리즈""|""유튜브 오리지널""|""유튜브 오리지널 시리즈""|""아티스트""|""BTS""|""K-pop""|""Music""|""Suga""|""RM""|""Rap Monster""|""Jimin""|""Jin""|""Jungkook""|""J-Hope""|""Bangtan TV""|""Bangtan""|""Music Documentary""|""Documentary""|""Concert""|""Wings Tour""|""World Tour""|""YouTube""|""YouTube Red""|""YouTube Red Originals""|""Original Series""|""YouTube Red Series""|""YouTube Original Series""|""artist""|""musician""",2487196,108754,785,3715,https://i.ytimg.com/vi/PfLCyR6Efvw/default.jpg,False,False,True,"This is it: the end of the tour. What can possibly go wrong? With tears in their eyes and heavy hearts, BTS perform an encore where it all began – Korea. The Billboard Music Awards were just the first stop; BTS now heads to the American Music Awards, something they’ve only dreamt about. Despite pre-show jitters, BTS rally together to charm the world with an amazing performance. In the afterglow of their awards appearance, BTS head to the final destination of their Wings tour, Macau. There, they are met with one last scare when JiMin suddenly falls ill, which leaves the members worried for his well-being. After a long journey, BTS share with us their innermost feelings in their last interview for the camera.--300일 간의 대장정 그 마지막을 보여주는 피날레 에피소드. 마지막으로 진행된 인터뷰에서 멤버들은 어떤 속마음을 보여줬을까?빌보드 뮤직 어워드 본상 수상은 시작 이었을 뿐, 아메리칸 뮤직 어워드에서는 미국 전역으로 생방송되는 공연을 성공적으로 마치는 등, 거침 없는 BTS 의 글로벌 스타로서의 행보가 이어진다. 그리고 이제 월드투어의 마지막 행선지, 마카오에서의 공연을 시작하는데, 지민의 컨디션이 좋지 않다. 함께 고민하며 걱정하는 멤버들, 결국 지민은 퍼포먼스 없이 공연에 참여하고, 팬들에게 한 없이 미안한 마음에 눈물을 보인다. 그리고 이제, 투어를 처음 시작한 곳, 대장정을 마무리 하기에도 완벽한 서울에서 마지막 공연의 막이 오른다.",GB
36198,1Aoc-cd9eYs,18.29.05,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,Cobra Kai,24,2018-05-02T16:02:35.000Z,"Cobra Kai|""Karate Kid""|""YouTube Red Original Series""|""YouTube Red Originals""|""YouTube Red""|""Ralph Macchio""|""Billy Zabka""|""Xolo Maridueña""|""Courtney Henggeler""|""Mary Mouser""|""Tanner Buchanan""|""Ed Asner""|""karate kid series""|""johnny lawrence""|""daniel larusso""|""miyagi""|""cobra kai series""|""cobra kai youtube""|""wax on wax off""|""cobra kai karate kid""",3700612,8885,1333,1647,https://i.ytimg.com/vi/1Aoc-cd9eYs/default.jpg,False,False,True,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry, has been reestablished by Johnny Lawrence. Struggling to launch the business, Johnny starts teaching karate to his teenage neighbor Miguel. Daniel faces his former opponent and old offenses are quickly reignited.YouTube Red Originals - http://youtube.com/Red. If you live outside the United States, Mexico, New Zealand, Australia or South Korea, click here for more details on availability in your country: https://goo.gl/UEojxv.",GB
36317,QW8whgmyTNU,18.30.05,This Is America: Women's Edit,Nicole Arbour,24,2018-05-12T22:42:24.000Z,"Nicole Arbour|""World's Sexiest Comedian""|""funny""|""comedian""|""#GOTEAM""|""This Is America""|""Childish Gambino""|""Girl Power""|""#MeToo""|""Feminists""",2926223,0,0,0,https://i.ytimg.com/vi/QW8whgmyTNU/default.jpg,True,True,False,"About This Is America: Women’s EditI thought it best to respond to the misinterpretation of my video here to clarify openly.  (click show more)The purpose of my rendition was to honour the spirit of the video which absolutely moved me, by adding my and many women’s life experiences and truths to the brave and brutal truths expressed in the original. It was created with every intention of bringing a light to women’s experiences such as the shaming of mothers breast feeding, common place date rape drugging, the labels put on us of “prude or hoe,” pressures to create a family, workplace harassment, the glass ceiling, drug dependency, effects of social media on modern relationships and self, and included a nod to the cheerleaders who have come forward demanding at least min wage from the multi million dollar corporations they work for. It was a tongue in cheek way to give additional glory to what I believe is the most impactful piece of art in recent years.In retrospect, due to the sensitive nature of the original, I understand why some people are wrongly portraying this as white vs black. However, this was not the intent or theme at all. We had a very diverse cast and creative team working on project from start to finish, who signed on to honour the original while adding more truth from another perspective. I also understand my cheeky responses to hateful comments have been taken out of context, and I take full responsibility for responding to trolls in a way that could be so easily manipulated and become hurtful when reposted without context. I firmly believe the best thing that can happen in America and North America right now is for everyone to create their own version of this video and show what life is like from their side. Through this honesty, I believe we can discover a new level of empathy and understanding for each other that will ultimately and finally lead us to healing and unity that is desperately needed in society. What can we agree on? What do we have in common? Where are we hurting? Start there, then rebuild. Thanks so much for the continued support while I discover how to best express my ideas, comedy and art, and I appreciate your patience when I fumble while learning to maneuver within the awesome blessing that is having such a large voice. Love for everybody, #GOTEAM 🤘🏻Nicole",GB
36346,PfLCyR6Efvw,18.30.05,Ep8 I NEED YOU | BTS: Burn the Stage,BANGTANTV,10,2018-05-09T15:00:06.000Z,"방탄소년단|""슈가""|""지민""|""랩몬스터""|""진""|""정국""|""제이홉""|""뷔""|""빅히트""|""방탄""|""민윤기""|""김남준""|""정호석""|""박지민""|""김석진""|""김태형""|""케이팝""|""음악""|""윙스 투어""|""윙즈 투어""|""월드 투어""|""콘서트""|""성장다큐""|""음악다큐""|""리얼리티""|""유튜브""|""유튜브 레드""|""유튜브 레드 오리지널""|""유튜브 레드 시리즈""|""유튜브 오리지널""|""유튜브 오리지널 시리즈""|""아티스트""|""BTS""|""K-pop""|""Music""|""Suga""|""RM""|""Rap Monster""|""Jimin""|""Jin""|""Jungkook""|""J-Hope""|""Bangtan TV""|""Bangtan""|""Music Documentary""|""Documentary""|""Concert""|""Wings Tour""|""World Tour""|""YouTube""|""YouTube Red""|""YouTube Red Originals""|""Original Series""|""YouTube Red Series""|""YouTube Original Series""|""artist""|""musician""",2524789,109737,796,3734,https://i.ytimg.com/vi/PfLCyR6Efvw/default.jpg,False,False,True,"This is it: the end of the tour. What can possibly go wrong? With tears in their eyes and heavy hearts, BTS perform an encore where it all began – Korea. The Billboard Music Awards were just the first stop; BTS now heads to the American Music Awards, something they’ve only dreamt about. Despite pre-show jitters, BTS rally together to charm the world with an amazing performance. In the afterglow of their awards appearance, BTS head to the final destination of their Wings tour, Macau. There, they are met with one last scare when JiMin suddenly falls ill, which leaves the members worried for his well-being. After a long journey, BTS share with us their innermost feelings in their last interview for the camera.--300일 간의 대장정 그 마지막을 보여주는 피날레 에피소드. 마지막으로 진행된 인터뷰에서 멤버들은 어떤 속마음을 보여줬을까?빌보드 뮤직 어워드 본상 수상은 시작 이었을 뿐, 아메리칸 뮤직 어워드에서는 미국 전역으로 생방송되는 공연을 성공적으로 마치는 등, 거침 없는 BTS 의 글로벌 스타로서의 행보가 이어진다. 그리고 이제 월드투어의 마지막 행선지, 마카오에서의 공연을 시작하는데, 지민의 컨디션이 좋지 않다. 함께 고민하며 걱정하는 멤버들, 결국 지민은 퍼포먼스 없이 공연에 참여하고, 팬들에게 한 없이 미안한 마음에 눈물을 보인다. 그리고 이제, 투어를 처음 시작한 곳, 대장정을 마무리 하기에도 완벽한 서울에서 마지막 공연의 막이 오른다.",GB
36367,1Aoc-cd9eYs,18.30.05,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,Cobra Kai,24,2018-05-02T16:02:35.000Z,"Cobra Kai|""Karate Kid""|""YouTube Red Original Series""|""YouTube Red Originals""|""YouTube Red""|""Ralph Macchio""|""Billy Zabka""|""Xolo Maridueña""|""Courtney Henggeler""|""Mary Mouser""|""Tanner Buchanan""|""Ed Asner""|""karate kid series""|""johnny lawrence""|""daniel larusso""|""miyagi""|""cobra kai series""|""cobra kai youtube""|""wax on wax off""|""cobra kai karate kid""",43224721,811586,111577,80024,https://i.ytimg.com/vi/1Aoc-cd9eYs/default.jpg,False,False,True,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry, has been reestablished by Johnny Lawrence. Struggling to launch the business, Johnny starts teaching karate to his teenage neighbor Miguel. Daniel faces his former opponent and old offenses are quickly reignited.YouTube Red Originals - http://youtube.com/Red. If you live outside the United States, Mexico, New Zealand, Australia or South Korea, click here for more details on availability in your country: https://goo.gl/UEojxv.",GB
36498,QW8whgmyTNU,18.31.05,This Is America: Women's Edit,Nicole Arbour,24,2018-05-12T22:42:24.000Z,"Nicole Arbour|""World's Sexiest Comedian""|""funny""|""comedian""|""#GOTEAM""|""This Is America""|""Childish Gambino""|""Girl Power""|""#MeToo""|""Feminists""",2956510,0,0,0,https://i.ytimg.com/vi/QW8whgmyTNU/default.jpg,True,True,False,"About This Is America: Women’s EditI thought it best to respond to the misinterpretation of my video here to clarify openly.  (click show more)The purpose of my rendition was to honour the spirit of the video which absolutely moved me, by adding my and many women’s life experiences and truths to the brave and brutal truths expressed in the original. It was created with every intention of bringing a light to women’s experiences such as the shaming of mothers breast feeding, common place date rape drugging, the labels put on us of “prude or hoe,” pressures to create a family, workplace harassment, the glass ceiling, drug dependency, effects of social media on modern relationships and self, and included a nod to the cheerleaders who have come forward demanding at least min wage from the multi million dollar corporations they work for. It was a tongue in cheek way to give additional glory to what I believe is the most impactful piece of art in recent years.In retrospect, due to the sensitive nature of the original, I understand why some people are wrongly portraying this as white vs black. However, this was not the intent or theme at all. We had a very diverse cast and creative team working on project from start to finish, who signed on to honour the original while adding more truth from another perspective. I also understand my cheeky responses to hateful comments have been taken out of context, and I take full responsibility for responding to trolls in a way that could be so easily manipulated and become hurtful when reposted without context. I firmly believe the best thing that can happen in America and North America right now is for everyone to create their own version of this video and show what life is like from their side. Through this honesty, I believe we can discover a new level of empathy and understanding for each other that will ultimately and finally lead us to healing and unity that is desperately needed in society. What can we agree on? What do we have in common? Where are we hurting? Start there, then rebuild. Thanks so much for the continued support while I discover how to best express my ideas, comedy and art, and I appreciate your patience when I fumble while learning to maneuver within the awesome blessing that is having such a large voice. Love for everybody, #GOTEAM 🤘🏻Nicole",GB
36545,1Aoc-cd9eYs,18.31.05,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,Cobra Kai,24,2018-05-02T16:02:35.000Z,"Cobra Kai|""Karate Kid""|""YouTube Red Original Series""|""YouTube Red Originals""|""YouTube Red""|""Ralph Macchio""|""Billy Zabka""|""Xolo Maridueña""|""Courtney Henggeler""|""Mary Mouser""|""Tanner Buchanan""|""Ed Asner""|""karate kid series""|""johnny lawrence""|""daniel larusso""|""miyagi""|""cobra kai series""|""cobra kai youtube""|""wax on wax off""|""cobra kai karate kid""",44553695,824821,113157,81064,https://i.ytimg.com/vi/1Aoc-cd9eYs/default.jpg,False,False,True,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry, has been reestablished by Johnny Lawrence. Struggling to launch the business, Johnny starts teaching karate to his teenage neighbor Miguel. Daniel faces his former opponent and old offenses are quickly reignited.YouTube Red Originals - http://youtube.com/Red. If you live outside the United States, Mexico, New Zealand, Australia or South Korea, click here for more details on availability in your country: https://goo.gl/UEojxv.",GB
36666,QW8whgmyTNU,18.01.06,This Is America: Women's Edit,Nicole Arbour,24,2018-05-12T22:42:24.000Z,"Nicole Arbour|""World's Sexiest Comedian""|""funny""|""comedian""|""#GOTEAM""|""This Is America""|""Childish Gambino""|""Girl Power""|""#MeToo""|""Feminists""",2968400,0,0,0,https://i.ytimg.com/vi/QW8whgmyTNU/default.jpg,True,True,False,"About This Is America: Women’s EditI thought it best to respond to the misinterpretation of my video here to clarify openly.  (click show more)The purpose of my rendition was to honour the spirit of the video which absolutely moved me, by adding my and many women’s life experiences and truths to the brave and brutal truths expressed in the original. It was created with every intention of bringing a light to women’s experiences such as the shaming of mothers breast feeding, common place date rape drugging, the labels put on us of “prude or hoe,” pressures to create a family, workplace harassment, the glass ceiling, drug dependency, effects of social media on modern relationships and self, and included a nod to the cheerleaders who have come forward demanding at least min wage from the multi million dollar corporations they work for. It was a tongue in cheek way to give additional glory to what I believe is the most impactful piece of art in recent years.In retrospect, due to the sensitive nature of the original, I understand why some people are wrongly portraying this as white vs black. However, this was not the intent or theme at all. We had a very diverse cast and creative team working on project from start to finish, who signed on to honour the original while adding more truth from another perspective. I also understand my cheeky responses to hateful comments have been taken out of context, and I take full responsibility for responding to trolls in a way that could be so easily manipulated and become hurtful when reposted without context. I firmly believe the best thing that can happen in America and North America right now is for everyone to create their own version of this video and show what life is like from their side. Through this honesty, I believe we can discover a new level of empathy and understanding for each other that will ultimately and finally lead us to healing and unity that is desperately needed in society. What can we agree on? What do we have in common? Where are we hurting? Start there, then rebuild. Thanks so much for the continued support while I discover how to best express my ideas, comedy and art, and I appreciate your patience when I fumble while learning to maneuver within the awesome blessing that is having such a large voice. Love for everybody, #GOTEAM 🤘🏻Nicole",GB
36713,1Aoc-cd9eYs,18.01.06,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,Cobra Kai,24,2018-05-02T16:02:35.000Z,"Cobra Kai|""Karate Kid""|""YouTube Red Original Series""|""YouTube Red Originals""|""YouTube Red""|""Ralph Macchio""|""Billy Zabka""|""Xolo Maridueña""|""Courtney Henggeler""|""Mary Mouser""|""Tanner Buchanan""|""Ed Asner""|""karate kid series""|""johnny lawrence""|""daniel larusso""|""miyagi""|""cobra kai series""|""cobra kai youtube""|""wax on wax off""|""cobra kai karate kid""",45115451,829056,113721,81555,https://i.ytimg.com/vi/1Aoc-cd9eYs/default.jpg,False,False,True,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry, has been reestablished by Johnny Lawrence. Struggling to launch the business, Johnny starts teaching karate to his teenage neighbor Miguel. Daniel faces his former opponent and old offenses are quickly reignited.YouTube Red Originals - http://youtube.com/Red. If you live outside the United States, Mexico, New Zealand, Australia or South Korea, click here for more details on availability in your country: https://goo.gl/UEojxv.",GB
36834,QW8whgmyTNU,18.02.06,This Is America: Women's Edit,Nicole Arbour,24,2018-05-12T22:42:24.000Z,"Nicole Arbour|""World's Sexiest Comedian""|""funny""|""comedian""|""#GOTEAM""|""This Is America""|""Childish Gambino""|""Girl Power""|""#MeToo""|""Feminists""",2985350,0,0,0,https://i.ytimg.com/vi/QW8whgmyTNU/default.jpg,True,True,False,"About This Is America: Women’s EditI thought it best to respond to the misinterpretation of my video here to clarify openly.  (click show more)The purpose of my rendition was to honour the spirit of the video which absolutely moved me, by adding my and many women’s life experiences and truths to the brave and brutal truths expressed in the original. It was created with every intention of bringing a light to women’s experiences such as the shaming of mothers breast feeding, common place date rape drugging, the labels put on us of “prude or hoe,” pressures to create a family, workplace harassment, the glass ceiling, drug dependency, effects of social media on modern relationships and self, and included a nod to the cheerleaders who have come forward demanding at least min wage from the multi million dollar corporations they work for. It was a tongue in cheek way to give additional glory to what I believe is the most impactful piece of art in recent years.In retrospect, due to the sensitive nature of the original, I understand why some people are wrongly portraying this as white vs black. However, this was not the intent or theme at all. We had a very diverse cast and creative team working on project from start to finish, who signed on to honour the original while adding more truth from another perspective. I also understand my cheeky responses to hateful comments have been taken out of context, and I take full responsibility for responding to trolls in a way that could be so easily manipulated and become hurtful when reposted without context. I firmly believe the best thing that can happen in America and North America right now is for everyone to create their own version of this video and show what life is like from their side. Through this honesty, I believe we can discover a new level of empathy and understanding for each other that will ultimately and finally lead us to healing and unity that is desperately needed in society. What can we agree on? What do we have in common? Where are we hurting? Start there, then rebuild. Thanks so much for the continued support while I discover how to best express my ideas, comedy and art, and I appreciate your patience when I fumble while learning to maneuver within the awesome blessing that is having such a large voice. Love for everybody, #GOTEAM 🤘🏻Nicole",GB
36879,1Aoc-cd9eYs,18.02.06,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,Cobra Kai,24,2018-05-02T16:02:35.000Z,"Cobra Kai|""Karate Kid""|""YouTube Red Original Series""|""YouTube Red Originals""|""YouTube Red""|""Ralph Macchio""|""Billy Zabka""|""Xolo Maridueña""|""Courtney Henggeler""|""Mary Mouser""|""Tanner Buchanan""|""Ed Asner""|""karate kid series""|""johnny lawrence""|""daniel larusso""|""miyagi""|""cobra kai series""|""cobra kai youtube""|""wax on wax off""|""cobra kai karate kid""",46011050,837551,114830,82265,https://i.ytimg.com/vi/1Aoc-cd9eYs/default.jpg,False,False,True,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry, has been reestablished by Johnny Lawrence. Struggling to launch the business, Johnny starts teaching karate to his teenage neighbor Miguel. Daniel faces his former opponent and old offenses are quickly reignited.YouTube Red Originals - http://youtube.com/Red. If you live outside the United States, Mexico, New Zealand, Australia or South Korea, click here for more details on availability in your country: https://goo.gl/UEojxv.",GB
